Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita,Informazioni
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,95,12720,2893,227.46966,11273,0.7579212,2.918,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,96,9827,2565,260.98956,8544,0.7238618,2.630,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,97,7262,2154,296.63679,6185,0.6876684,2.383,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,98,5108,1709,334.64551,4253,0.6521997,2.177,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,99,3399,1249,367.57130,2774,0.6231884,2.020,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,100,2149,841,391.42233,1729,0.6055702,1.903,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,101,1308,522,399.37164,1047,0.5897879,1.806,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,102,786,336,428.26064,617,0.5609892,1.675,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,103,449,206,457.81342,346,0.5316153,1.554,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,104,244,119,487.88227,184,0.5018175,1.445,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,105,125,65,518.29543,92,0.4717684,1.345,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,106,60,33,548.85859,44,0.4416617,1.254,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,107,27,16,579.35101,19,0.4117106,1.172,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,108,11,7,609.53855,8,0.3821374,1.098,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,109,4,3,639.18109,3,0.3531668,1.030,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,110,2,1,668.04068,1,0.3250161,0.970,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,111,1,0,695.89978,0,0.2978807,0.916,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,112,0,0,722.57149,0,0.2719270,0.867,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,113,0,0,747.90337,0,0.2472885,0.824,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,114,0,0,771.78428,0,0.2240609,0.786,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,115,0,0,794.14490,0,0.2023026,0.751,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,116,0,0,814.95455,0,0.1820383,0.721,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,117,0,0,834.21263,0,0.1632647,0.694,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,118,0,0,851.95138,0,0.1459507,0.670,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi e femmine,119,0,0,868.21956,0,0.1300493,0.649,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,0,100000,176,1.76440,99834,0.9997800,81.474,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,1,99824,23,0.23142,99812,0.9997624,80.617,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,2,99800,24,0.24382,99788,0.9997583,79.635,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,3,99776,24,0.23967,99764,0.9997665,78.655,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,4,99752,23,0.22728,99741,0.9997814,77.673,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,5,99730,21,0.20991,99719,0.9998035,76.691,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,6,99709,18,0.18304,99699,0.9998108,75.707,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,7,99690,19,0.19541,99681,0.9997965,74.721,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,8,99671,21,0.21162,99660,0.9997485,73.735,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,9,99650,29,0.29143,99635,0.9996717,72.751,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,10,99621,36,0.36527,99603,0.9996025,71.772,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,11,99584,43,0.42971,99563,0.9995862,70.798,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,12,99542,40,0.39789,99522,0.9996385,69.828,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,13,99502,32,0.32502,99486,0.9997322,68.856,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,14,99470,21,0.21053,99459,0.9998164,67.878,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,15,99449,16,0.15668,99441,0.9998643,66.892,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,16,99433,11,0.11476,99427,0.9998646,65.902,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,17,99422,16,0.15605,99414,0.9998342,64.910,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,18,99406,17,0.17559,99397,0.9997955,63.920,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,19,99389,23,0.23351,99377,0.9997312,62.931,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,20,99366,30,0.30402,99350,0.9995934,61.946,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,21,99335,51,0.50929,99310,0.9993815,60.964,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,22,99285,72,0.72769,99249,0.9991894,59.995,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,23,99212,89,0.89352,99168,0.9991450,59.038,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,24,99124,81,0.81640,99083,0.9992958,58.091,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,25,99043,59,0.59190,99014,0.9995573,57.138,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,26,98984,29,0.29344,98970,0.9997791,56.171,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,27,98955,15,0.14843,98948,0.9998747,55.188,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,28,98941,10,0.10210,98935,0.9998674,54.196,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,29,98930,16,0.16305,98922,0.9998370,53.201,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,30,98914,16,0.16290,98906,0.9997897,52.210,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,31,98898,25,0.25772,98885,0.9997016,51.218,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,32,98873,34,0.33911,98856,0.9995660,50.231,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,33,98839,52,0.52896,98813,0.9993782,49.248,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,34,98787,71,0.71471,98752,0.9991824,48.274,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,35,98716,91,0.92061,98671,0.9990616,47.308,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,36,98625,94,0.95621,98578,0.9990616,46.351,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,37,98531,91,0.92066,98486,0.9991634,45.395,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,38,98440,74,0.75247,98403,0.9993196,44.437,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,39,98366,60,0.60837,98336,0.9994117,43.470,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,40,98306,56,0.56823,98279,0.9993557,42.496,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,41,98251,71,0.72048,98215,0.9991345,41.520,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,42,98180,99,1.01062,98130,0.9988479,40.549,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,43,98081,127,1.29374,98017,0.9985879,39.590,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,44,97954,150,1.53053,97879,0.9984710,38.640,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,45,97804,149,1.52744,97729,0.9985305,37.699,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,46,97654,138,1.41142,97585,0.9986335,36.756,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,47,97517,129,1.32158,97452,0.9986048,35.807,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,48,97388,143,1.46887,97316,0.9983618,34.854,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,49,97245,176,1.80771,97157,0.9978545,33.904,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,50,97069,241,2.48393,96948,0.9971451,32.965,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,51,96828,312,3.22686,96672,0.9966488,32.046,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,52,96515,335,3.47592,96348,0.9965330,31.148,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,53,96180,333,3.45807,96013,0.9965268,30.255,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,54,95847,334,3.48841,95680,0.9962730,29.358,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,55,95513,379,3.96646,95323,0.9957153,28.459,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,56,95134,438,4.60412,94915,0.9951580,27.570,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,57,94696,481,5.08105,94455,0.9950875,26.696,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,58,94215,447,4.74312,93991,0.9954138,25.829,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,59,93768,415,4.42847,93560,0.9955973,24.950,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,60,93353,409,4.37678,93148,0.9952110,24.059,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,61,92944,484,5.20302,92702,0.9944457,23.162,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,62,92461,546,5.90736,92187,0.9937203,22.281,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,63,91914,612,6.65416,91609,0.9930147,21.410,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,64,91303,668,7.31871,90969,0.9921712,20.550,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,65,90635,756,8.34272,90256,0.9909914,19.698,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,66,89878,870,9.68006,89443,0.9897548,18.860,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,67,89008,963,10.81591,88527,0.9888456,18.039,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,68,88046,1012,11.49656,87540,0.9878945,17.231,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,69,87033,1107,12.72155,86480,0.9855788,16.426,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,70,85926,1387,16.14278,85233,0.9817352,15.631,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,71,84539,1726,20.42170,83676,0.9776270,14.879,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,72,82813,2018,24.36495,81804,0.9747882,14.179,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,73,80795,2107,26.07975,79741,0.9738583,13.520,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,74,78688,2062,26.20529,77657,0.9739584,12.869,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,75,76626,1983,25.87342,75635,0.9730269,12.202,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,76,74643,2098,28.10190,73594,0.9690927,11.513,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,77,72546,2452,33.79373,71320,0.9642011,10.831,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,78,70094,2655,37.87415,68767,0.9602601,10.192,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,79,67439,2811,41.67914,66034,0.9570075,9.574,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,80,64628,2867,44.36287,63195,0.9530056,8.969,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,81,61761,3073,49.74813,60225,0.9467321,8.362,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,82,58689,3344,56.97194,57017,0.9389684,7.773,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,83,55345,3616,65.33650,53537,0.9308026,7.213,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,84,51729,3793,73.32825,49833,0.9232407,6.682,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,85,47936,3857,80.46196,46007,0.9156649,6.171,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,86,44079,3903,88.54720,42127,0.9053938,5.668,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,87,40176,4068,101.25390,38142,0.8932355,5.170,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,88,36108,4076,112.89601,34070,0.8765451,4.696,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,89,32031,4336,135.35760,29864,0.8496742,4.230,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,90,27696,4643,167.63729,25374,0.8151022,3.813,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,91,23053,4740,205.63457,20683,0.7852885,3.481,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,92,18312,4141,226.13812,16242,0.7744154,3.252,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,93,14171,3187,224.86933,12578,0.7763375,3.057,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,94,10985,2440,222.10564,9765,0.7626148,2.798,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,95,8545,2196,257.02741,7447,0.7131065,2.455,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,96,6349,2077,327.09166,5310,0.6554495,2.131,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,97,4272,1583,370.49575,3481,0.6142895,1.923,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,98,2689,1102,409.87999,2138,0.5788178,1.761,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,99,1587,699,440.33463,1238,0.5501463,1.637,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,100,888,415,466.86219,681,0.5259047,1.532,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,101,474,231,487.66244,358,0.5008055,1.436,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,102,243,127,521.70310,179,0.4672684,1.327,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,103,116,64,555.78942,84,0.4338137,1.229,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,104,52,30,589.59155,36,0.4007536,1.142,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,105,21,13,622.77143,15,0.3684000,1.064,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,106,8,5,655.00370,5,0.3370511,0.994,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,107,3,2,685.97879,2,0.3069848,0.933,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,108,1,1,715.42247,1,0.2784475,0.879,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,109,0,0,743.09350,0,0.2516527,0.831,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,110,0,0,768.79770,0,0.2267725,0.790,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,111,0,0,792.38722,0,0.2039375,0.754,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,112,0,0,813.76513,0,0.1832342,0.723,s
2,Valle d'Aosta/Vallée d'Aoste,Maschi,113,0,0,832.87811,0,0.1647104,0.696,s
